ABCA2,YWHAH
ABCA2,RAB32
ABCA2,GPATCH8
ABCA2,SDHAF2
ABCA2,TMEM248
ABCA2,CDK5RAP2
ABCA2,RNASEH2B
ABCA3,CANX
ABCA3,NRF1
ABCA3,UBC
ABCA3,LAMP3
ABCB7,APP
ABCB7,FECH
ABCB7,FOXS1
ABCB7,MRPL58
ABCB7,MYC
ABCB7,NDUFB6
ABCB7,PCK1
ABCB7,UBC
ABCB7,UQCRC1
ABCB7,PDCD6
ABCB7,MTCH1
ABCB7,ATP6V1D
ABCB7,MRPL10
ABCF1,APP
ABCF1,FMNL1
ABCF1,CDC5L
ABCF1,CSNK2A1
ABCF1,DDX1
ABCF1,DHX9
ABCF1,DYNC1I2
ABCF1,FKBP3
ABCF1,FN1
ABCF1,GRK5
ABCF1,HDGF
ABCF1,HNRNPA2B1
ABCF1,HNRNPU
ABCF1,ILF2
ABCF1,EIF6
ABCF1,JUN
ABCF1,MAP2
ABCF1,MRE11
ABCF1,HNRNPM
ABCF1,NMT1
ABCF1,NRF1
ABCF1,PRKAB1
ABCF1,PSMC5
ABCF1,PSMC6
ABCF1,PSMD7
ABCF1,PSMD8
ABCF1,PSMD13
ABCF1,PTBP1
ABCF1,RFC4
ABCF1,RNF2
ABCF1,RPL27A
ABCF1,SUMO2
ABCF1,SRPK1
ABCF1,UBC
ABCF1,CUL2
ABCF1,EED
ABCF1,EIF2B3
ABCF1,EIF2B2
ABCF1,EMC2
ABCF1,NOP56
ABCF1,IGF2BP3
ABCF1,HNRNPA0
ABCF1,COPS5
ABCF1,SNW1
ABCF1,CNOT1
ABCF1,ITGB3BP
ABCF1,EDC4
ABCF1,DIMT1
ABCF1,SIRT7
ABCF1,RTRAF
ABCF1,PINX1
ABCF1,OTUB1
ABCF1,LYAR
ABCF1,RIOK2
ABCF1,MMS19
ABCF1,TBL1XR1
ABCF1,TIGD6
ABCF1,FRYL
ABCA4,CNGB1
ABL1,ABL2
ABL1,ABR
ABL1,ACTA1
ABL1,PARP1
ABL1,AP2A1
ABL1,AP2B1
ABL1,AHSG
ABL1,BIN1
ABL1,ANXA1
ABL1,APBB1
ABL1,AIRE
ABL1,APP
ABL1,AR
ABL1,ATM
ABL1,ATR
ABL1,BAG1
ABL1,BCL2L1
ABL1,HCN2
ABL1,BCR
ABL1,BMP8B
ABL1,BRCA1
ABL1,BRCA2
ABL1,BTK
ABL1,C3
ABL1,C6
ABL1,CAST
ABL1,CASP9
ABL1,CAT
ABL1,CAV1
ABL1,CBL
ABL1,CBLB
ABL1,CCKBR
ABL1,CD19
ABL1,CDK1
ABL1,LRBA
ABL1,CDC27
ABL1,CDK5
ABL1,CDKN1B
ABL1,CEBPB
ABL1,CENPA
ABL1,AP2M1
ABL1,CLK1
ABL1,CNTFR
ABL1,MAP3K8
ABL1,CREB1
ABL1,CRK
ABL1,CRKL
ABL1,CTNNB1
ABL1,CTNND2
ABL1,DDB1
ABL1,DDB2
ABL1,DDX5
ABL1,DLX4
ABL1,DNM1
ABL1,DNASE1L2
ABL1,DNM2
ABL1,DOCK3
ABL1,DOK1
ABL1,EEF1G
ABL1,EFNA5
ABL1,CELSR3
ABL1,EGFR
ABL1,EMD
ABL1,CTTN
ABL1,EP300
ABL1,EPHA3
ABL1,EPHB2
ABL1,EPS15
ABL1,ERBB2
ABL1,ERBB3
ABL1,ERBB4
ABL1,ERCC6
ABL1,ESR1
ABL1,ESR2
ABL1,EWSR1
ABL1,F2RL2
ABL1,FOXF2
ABL1,FLNA
ABL1,FLNC
ABL1,MTOR
ABL1,FUS
ABL1,FYB1
ABL1,FYN
ABL1,XRCC6
ABL1,GABBR1
ABL1,GAD1
ABL1,GNS
ABL1,SFN
ABL1,GPX1
ABL1,GRB2
ABL1,GRB10
ABL1,RAPGEF1
ABL1,GRIN2D
ABL1,GSTZ1
ABL1,GTF3A
ABL1,HCK
ABL1,HDAC2
ABL1,HEXA
ABL1,HOXC8
ABL1,HRAS
ABL1,HSPA4
ABL1,HSPA8
ABL1,HSP90AA1
ABL1,HSP90AB1
ABL1,HSPD1
ABL1,HSPE1
ABL1,ILF3
ABL1,INPPL1
ABL1,ITGB2
ABL1,JAK1
ABL1,JAK2
ABL1,JUN
ABL1,JUNB
ABL1,KIT
ABL1,LASP1
ABL1,LGALS3
ABL1,LIG3
ABL1,PRICKLE3
ABL1,LRP2
ABL1,LTBP2
ABL1,LYN
ABL1,MAPT
ABL1,MDM2
ABL1,MDM4
ABL1,MET
ABL1,MIA2
ABL1,MKI67
ABL1,MSH4
ABL1,MSH5
ABL1,MUC1
ABL1,MYC
ABL1,MYLK
ABL1,HNRNPM
ABL1,NCK1
ABL1,DRG1
ABL1,NEDD4
ABL1,NEDD9
ABL1,NFKBIA
ABL1,NOTCH3
ABL1,NTRK1
ABL1,NUMA1
ABL1,OGN
ABL1,ORC1
ABL1,P2RX7
ABL1,PRDX1
ABL1,PAK2
ABL1,PRKN
ABL1,PAX3
ABL1,PCNA
ABL1,PDE4D
ABL1,PDGFRB
ABL1,PDK1
ABL1,PFDN4
ABL1,PIK3R1
ABL1,PIK3R2
ABL1,PKD1
ABL1,PLCG1
ABL1,PLSCR1
ABL1,POLD1
ABL1,POLR2A
ABL1,PPP3CA
ABL1,PRKCD
ABL1,PRKD1
ABL1,PRKDC
ABL1,PSMA4
ABL1,PSMA7
ABL1,PSMD4
ABL1,PTPN1
ABL1,PTPN4
ABL1,PTPN6
ABL1,PTPN12
ABL1,PXN
ABL1,RAD9A
ABL1,RAD51
ABL1,RAD52
ABL1,RAN
ABL1,RASA1
ABL1,RB1
ABL1,RFX1
ABL1,ROBO1
ABL1,ROS1
ABL1,RPLP1
ABL1,RPS21
ABL1,SH3BP2
ABL1,SHB
ABL1,SHC1
ABL1,SLC9A2
ABL1,SLC22A3
ABL1,SOS1
ABL1,SOS2
ABL1,SP1
ABL1,SPRR2A
ABL1,SPTA1
ABL1,SPTAN1
ABL1,SRC
ABL1,SRPK2
ABL1,DENND2B
ABL1,STK3
ABL1,STK4
ABL1,CDKL5
ABL1,TERF1
ABL1,TERT
ABL1,NKX2-1
ABL1,TMPO
ABL1,TOP1
ABL1,TP53
ABL1,TP73
ABL1,TRAF6
ABL1,TTK
ABL1,TUB
ABL1,UBC
ABL1,VAV1
ABL1,VPREB1
ABL1,WAS
ABL1,YWHAB
ABL1,YWHAE
ABL1,YWHAG
ABL1,YWHAH
ABL1,YWHAZ
ABL1,ZAP70
ABL1,SF1
ABL1,USP7
ABL1,NCOA3
ABL1,SORBS2
ABL1,SEMA7A
ABL1,CNTNAP1
ABL1,CYP4F2
ABL1,RGS20
ABL1,TP63
ABL1,CHRD
ABL1,SOCS1
ABL1,SNX3
ABL1,ADAM15
ABL1,SYNJ2
ABL1,RTL8C
ABL1,WASF1
ABL1,WASL
ABL1,SOCS3
ABL1,DOK2
ABL1,PSTPIP1
ABL1,NFS1
ABL1,SLC24A1
ABL1,DLGAP2
ABL1,DLGAP1
ABL1,MED14
ABL1,AKAP6
ABL1,BCAR1
ABL1,GTF2IRD1
ABL1,RIN1
ABL1,ACAP1
ABL1,KMT2B
ABL1,SNX17
ABL1,CKAP5
ABL1,CUL7
ABL1,ARHGEF11
ABL1,G3BP2
ABL1,PTBP3
ABL1,ABI1
ABL1,HCN4
ABL1,HUWE1
ABL1,ABI2
ABL1,WASF2
ABL1,SORBS3
ABL1,HNRNPR
ABL1,SF3B4
ABL1,STUB1
ABL1,EFS
ABL1,RACK1
ABL1,YAP1
ABL1,KAT5
ABL1,RPP38
ABL1,SPTLC1
ABL1,SORBS1
ABL1,AHSA1
ABL1,TGOLN2
ABL1,NFAT5
ABL1,PTGES3
ABL1,GRAP
ABL1,SUB1
ABL1,CKAP4
ABL1,YWHAQ
ABL1,TOPBP1
ABL1,CEP43
ABL1,BAZ2A
ABL1,MAP4K5
ABL1,MAP4K1
ABL1,NXPH3
ABL1,GPR45
ABL1,PARK7
ABL1,DLGAP4
ABL1,RIMS1
ABL1,DAAM1
ABL1,NFASC
ABL1,EPB41L3
ABL1,VPS13A
ABL1,NEDD4L
ABL1,NCSTN
ABL1,RYBP
ABL1,CD2AP
ABL1,SH3BP1
ABL1,NELFB
ABL1,DNM3
ABL1,PTPN18
ABL1,LATS2
ABL1,NBEA
ABL1,DKKL1
ABL1,BRPF3
ABL1,HIPK2
ABL1,SNX8
ABL1,SNX12
ABL1,TBX21
ABL1,SH3KBP1
ABL1,ASAP1
ABL1,CDON
ABL1,DDX41
ABL1,EVL
ABL1,NCKIPSD
ABL1,STX17
ABL1,ARHGAP17
ABL1,TMEM74B
ABL1,LRRC59
ABL1,BMP2K
ABL1,ENAH
ABL1,PAG1
ABL1,PCDHA7
ABL1,TRIM39
ABL1,WRNIP1
ABL1,MEPE
ABL1,SHD
ABL1,TULP4
ABL1,RTN4
ABL1,SELENON
ABL1,CLK4
ABL1,MAVS
ABL1,PRX
ABL1,DLGAP3
ABL1,TSKS
ABL1,NPVF
ABL1,PDIA2
ABL1,MICAL1
ABL1,PLEKHG2
ABL1,WNK2
ABL1,CDC73
ABL1,LRRK1
ABL1,SUV39H2
ABL1,RIN3
ABL1,DOK3
ABL1,SRCIN1
ABL1,APOL5
ABL1,GRIP2
ABL1,MED25
ABL1,CABLES2
ABL1,FAM110A
ABL1,TLN2
ABL1,EIF2A
ABL1,ZDHHC16
ABL1,UBASH3B
ABL1,REPS1
ABL1,SHANK3
ABL1,STON2
ABL1,KIFC2
ABL1,SCARF2
ABL1,YTHDC1
ABL1,CABLES1
ABL1,ASB16
ABL1,CSMD2
ABL1,OSBPL5
ABL1,PIK3AP1
ABL1,LRRK2
ABL1,SHE
ABL1,UHMK1
ABL1,DUSP15
ABL1,GAB3
ABL1,GSX2
ABL1,NEK8
ABL1,NCKAP5
ABL2,AR
ABL2,BCR
ABL2,CAT
ABL2,CBL
ABL2,CEBPB
ABL2,CRK
ABL2,EGFR
ABL2,CTTN
ABL2,EPHB2
ABL2,ERBB2
ABL2,ERBB3
ABL2,ERBB4
ABL2,FYN
ABL2,GPX1
ABL2,GRB2
ABL2,HCK
ABL2,HLCS
ABL2,HRAS
ABL2,ITGB1
ABL2,JAK1
ABL2,KIT
ABL2,LGALS3
ABL2,MAPT
ABL2,MET
ABL2,MAP3K10
ABL2,NCK1
ABL2,NEDD4
ABL2,PDGFRB
ABL2,PECAM1
ABL2,PIK3R1
ABL2,PLCG1
ABL2,PSMA7
ABL2,SRC
ABL2,TPD52L1
ABL2,SF1
ABL2,SORBS2
ABL2,CD84
ABL2,RIN1
ABL2,ABI1
ABL2,SIVA1
ABL2,CDC37
ABL2,OIP5
ABL2,NEDD4L
ABL2,PTPN18
ABL2,HDAC7
ABL2,CASS4
ABL2,MED28
ABL2,FBXO38
ABL2,LRRK2
ABO,HECW2
ABO,GRAMD2B
ABO,TMEM79
ABR,ADRA1A
ABR,APP
ABR,ECT2
ABR,UBC
ABR,LNX1
ACAA1,HSD17B4
ACAA1,NDUFA2
ACAA1,NDUFA7
ACAA1,PPIB
ACAA1,RPS19
ACAA1,SCP2
ACAA1,UBC
ACAA1,VDAC3
ACAA1,HAT1
ACAA1,SF3B4
ACAA1,ZDHHC5
ACAA1,TXNDC11
ACAA1,SBDS
ACAA1,SUGP1
ACAA1,SRPRB
ACAA1,SARNP
ACAA1,MRPL53
ACAA1,TRAPPC5
ACACA,GRK2
ACACA,ARRB1
ACACA,BMI1
ACACA,BRCA1
ACACA,CA9
ACACA,CBL
ACACA,CDK2
ACACA,CDK4
ACACA,CDK5
ACACA,CDK9
ACACA,CHGB
ACACA,AP2M1
ACACA,COPB1
ACACA,CSK
ACACA,CSNK1A1
ACACA,CSNK1E
ACACA,CSNK2A1
ACACA,CSNK2A2
ACACA,EPB41L1
ACACA,FN1
ACACA,GSK3B
ACACA,HDAC1
ACACA,IFIT1
ACACA,ILK
ACACA,INPPL1
ACACA,KIF5B
ACACA,MCC
ACACA,MLLT1
ACACA,MLLT3
ACACA,MYC
ACACA,NFKB1
ACACA,NPM1
ACACA,PHKG2
ACACA,PIK3R2
ACACA,PRKAA1
ACACA,PRKAA2
ACACA,PRKACA
ACACA,PRKACB
ACACA,PRKCD
ACACA,EIF2AK2
ACACA,PSMB7
ACACA,RNF2
ACACA,RPS6KA1
ACACA,ATXN1
ACACA,SHC1
ACACA,STK3
ACACA,STK4
ACACA,CCT3
ACACA,UBC
ACACA,UBE2N
ACACA,VCP
ACACA,ELP1
ACACA,CIAO1
ACACA,OXSR1
ACACA,STK25
ACACA,NUP50
ACACA,GABARAP
ACACA,SIRT1
ACACA,SUZ12
ACACA,FBXO6
ACACA,EEF2K
ACACA,SIRT7
ACACA,ERCC6L
ACACA,PPP4R3A
ACACA,RIOK2
ACACA,DCAF6
ACACA,PBK
ACACA,AKR1B10
ACACA,UBASH3B
ACACA,TP53RK
ACACB,GRK2
ACACB,CD247
ACACB,CSNK1A1
ACACB,ELAVL1
ACACB,HDAC1
ACACB,HLCS
ACACB,MYC
ACACB,PHKG2
ACACB,PRKAA1
ACACB,PRKAA2
ACACB,UBC
ACACB,STK25
ACACB,ANKRD28
ACACB,RIOK2
ACADL,UBC
ACADM,CALM1
ACADM,ETFA
ACADM,ETFB
ACADM,HDAC1
ACADM,JUN
ACADM,NRF1
ACADM,UBC
ACADM,CLPP
ACADM,CUL3
ACADM,UBD
ACADM,USP20
ACADM,STRAP
ACADM,GABARAPL1
ACADM,USP50
ACADM,SUMO4
ACADS,E2F3
ACADS,IRF7
ACADSB,UBC
ACADSB,CLPP
ACADSB,UBD
ACADSB,USP19
ACADSB,RPGRIP1L
ACADSB,TCTN3
ACADSB,RPGRIP1
ACADSB,THOC2
ACADSB,FBF1
ACADVL,ALB
ACADVL,CDK1
ACADVL,CDH1
ACADVL,ATF2
ACADVL,MRPL58
ACADVL,KIF2A
ACADVL,RPSA
ACADVL,PA2G4
ACADVL,UBC
ACADVL,DENR
ACADVL,SOCS3
ACADVL,EIF4A3
ACADVL,CKAP5
ACADVL,GPHN
ACADVL,ATP5MG
ACADVL,METAP2
ACADVL,SIRT4
ACADVL,EEF2K
ACADVL,INTS9
ACADVL,FASTKD3
ACAT1,ACO2
ACAT1,AGXT
ACAT1,CSE1L
ACAT1,FOXM1
ACAT1,GH1
ACAT1,HLA-B
ACAT1,HLA-C
ACAT1,ITGA4
ACAT1,MARS1
ACAT1,MCC
ACAT1,MPG
ACAT1,PEX7
ACAT1,RAD21
ACAT1,SAFB
ACAT1,SDHA
ACAT1,SDHB
ACAT1,SSBP1
ACAT1,UBC
ACAT1,SUMO1
ACAT1,UQCRB
ACAT1,VCAM1
ACAT1,UBL4A
ACAT1,CUL3
ACAT1,CUL1
ACAT1,TTF2
ACAT1,UBAP2L
ACAT1,HDAC5
ACAT1,FLOT1
ACAT1,EIF1B
ACAT1,ACAA2
ACAT1,TIMM44
ACAT1,GCN1
ACAT1,COPS5
ACAT1,TOPBP1
ACAT1,GABARAPL2
ACAT1,TNIK
ACAT1,SIRT4
ACAT1,FBXO6
ACAT1,SIRT7
ACAT1,TOMM7
ACAT1,OTUB1
ACAT1,FASTKD3
ACAT1,TUBB1
ACAT1,UQCRFS1P1
ACAT2,AHCY
ACAT2,ALDH9A1
ACAT2,CDX2
ACAT2,CSNK2A1
ACAT2,FH
ACAT2,GNAS
ACAT2,HEXA
ACAT2,HLA-B
ACAT2,HMGB3
ACAT2,MCC
ACAT2,NRF1
ACAT2,PKM
ACAT2,PRKAB1
ACAT2,TERF1
ACAT2,TRAF6
ACAT2,UBC
ACAT2,VASP
ACAT2,VDAC1
ACAT2,CCNA1
ACAT2,UBA3
ACAT2,PAPSS1
ACAT2,ATG5
ACAT2,BAG3
ACAT2,EIF1B
ACAT2,TUBB3
ACAT2,TNIK
ACAT2,FTSJ1
ACAT2,TKFC
ACAT2,SSU72
ACAT2,OLA1
ACAT2,PSAT1
ACAT2,OTUB1
ACAT2,LNX1
ACAT2,TTC39C
ASIC2,ASIC3
ASIC2,STOML1
ASIC2,PICK1
ASIC1,ATXN3
ASIC1,PRKACA
ASIC1,STOML1
ASIC1,PICK1
ASIC1,TCTN3
ACHE,APP
ACHE,CANX
ACHE,COL1A1
ACHE,COL4A1
ACHE,ENO1
ACHE,GOLGA2
ACHE,LAMB1
ACHE,COLQ
ACHE,HAND1
ACHE,RACK1
ACHE,ATF7
ACHE,PRIMA1
ACHE,LAMA1
ACHE,LGTN
ACLY,APP
ACLY,ARF6
ACLY,CDKN2A
ACLY,FN1
ACLY,GSK3B
ACLY,HDAC1
ACLY,HDAC2
ACLY,PRMT1
ACLY,JUN
ACLY,KPNA2
ACLY,KPNA4
ACLY,MCM2
ACLY,MCM6
ACLY,NCL
ACLY,NME2
ACLY,PPP6C
ACLY,PRKAB1
ACLY,PRKACA
ACLY,SHC1
ACLY,TERF1
ACLY,TERF2
ACLY,TFAP2C
ACLY,TFE3
ACLY,UBC
ACLY,VHL
ACLY,TRIM25
ACLY,BCAR3
ACLY,CUL3
ACLY,CUL2
ACLY,TNFRSF10D
ACLY,HDAC3
ACLY,CCNA1
ACLY,HGS
ACLY,BAG3
ACLY,ISG15
ACLY,IKBKE
ACLY,HDAC5
ACLY,UBD
ACLY,MAGED2
ACLY,ATF6
ACLY,SIRT7
ACLY,SRRT
ACLY,WWOX
ACLY,OTUB1
ACLY,CAND1
ACLY,NUP107
ACLY,LRRK2
ACLY,ASB15
ACO1,AKT1
ACO1,APP
ACO1,CLTC
ACO1,CTPS1
ACO1,LGALS1
ACO1,MYBPC1
ACO1,NEB
ACO1,NPR2
ACO1,YBX1
ACO1,PRKCA
ACO1,PXN
ACO1,SGCG
ACO1,UBC
ACO1,H2AC4
ACO1,PSMG1
ACO1,FUBP1
ACO1,STRAP
ACO1,CCDC69
ACO1,FBXL5
ACO1,DCPS
ACO1,HDAC7
ACO1,C12orf57
ACR,E2F4
ACR,SERPINA5
ACR,TP53BP1
ACR,ZP2
ACR,ZP3
ACO2,APP
ACO2,CDK2
ACO2,ITGA4
ACO2,MLH1
ACO2,PSMD4
ACO2,UBC
ACO2,VCAM1
ACO2,CLPP
ACO2,ACAA2
ACO2,SRRM2
ACO2,SIN3A
ACO2,ASB9
ACO2,ATXN1L
ACO2,SUMO4
ACOX1,COX6B1
ACOX1,ECI1
ACOX1,M6PR
ACOX1,PEX14
ACOX1,PEX5
ACOX1,MRPL12
ACOX1,RPS4X
ACOX1,SCP2
ACOX1,SLC2A4
ACOX1,UBC
ACOX1,UBA1
ACOX1,UBE2N
ACOX1,UBE2V1
ACOX1,GRHPR
ACOX1,PALLD
ACOX1,GABARAPL1
ACOX1,TMED9
ACOX1,TYSND1
ACP1,BARD1
ACP1,CDK2
ACP1,CTNNB1
ACP1,EPHA2
ACP1,EPB41
ACP1,EPHB1
ACP1,EPHB2
ACP1,FABP4
ACP1,FN1
ACP1,FYN
ACP1,NR3C1
ACP1,INSR
ACP1,ITGA4
ACP1,EIF6
ACP1,KDR
ACP1,LCK
ACP1,NRF1
ACP1,PAK2
ACP1,RPL12
ACP1,SPTAN1
ACP1,UBC
ACP1,VCAM1
ACP1,VHL
ACP1,ZAP70
ACP1,IKBKE
ACP1,EIF1B
ACP1,COPS5
ACP1,TNIK
ACP1,SFMBT1
ACP1,FNBP1L
ACP1,MRPL20
ACP1,MAGOHB
ACP2,M6PR
ACP2,UBC
ACP2,UQCRFS1
ACP2,CBX1
ACP2,FBXO6
ACP2,DNAJB11
ACP2,NIF3L1
ACP5,EGR2
ACP5,GPC4
ACP5,PPP2CB
ACP5,MAPK9
ACP5,RPA2
ACP5,SPP1
ACP5,UBC
ACP5,ZBTB16
ACP5,TNFSF10
ACP5,PDCD5
ACP5,SNRNP40
ACP5,SLC35F6
ACP3,ERBB2
ACP3,SHBG
ACP3,UBC
ACTA1,ACTG1
ACTA1,ADSS2
ACTA1,AIF1
ACTA1,AKT1
ACTA1,ARRB1
ACTA1,BTK
ACTA1,CBL
ACTA1,CCIN
ACTA1,CD247
ACTA1,CDH2
ACTA1,CDK2
ACTA1,CDKN2A
ACTA1,CFL1
ACTA1,CNN1
ACTA1,MAPK14
ACTA1,CSNK1A1
ACTA1,CTNND1
ACTA1,DHX9
ACTA1,DLG1
ACTA1,DMD
ACTA1,DNASE1
ACTA1,DTNA
ACTA1,EGFR
ACTA1,CTTN
ACTA1,EP300
ACTA1,EPB41
ACTA1,EPB41L2
ACTA1,EPS8
ACTA1,ETV6
ACTA1,GAS2
ACTA1,GC
ACTA1,GSN
ACTA1,HCLS1
ACTA1,HDAC1
ACTA1,ITGA2
ACTA1,ITPKA
ACTA1,LASP1
ACTA1,LGALS3
ACTA1,MAP1A
ACTA1,NR3C2
ACTA1,MYL1
