id	entrezid	symbol
1344	1650	DDOST
1345	1652	DDT
1346	1653	DDX1
1347	1654	DDX3X
1348	1655	DDX5
1349	1656	DDX6
1350	1657	DMXL1
1351	1659	DHX8
1352	1660	DHX9
1353	1661	DHX9P1
1354	1662	DDX10
1355	1663	DDX11
1356	1665	DHX15
1357	1666	DECR1
1358	1667	DEFA1
1359	1668	DEFA3
1360	1669	DEFA4
1361	1670	DEFA5
1362	1671	DEFA6
1363	1672	DEFB1
1364	1673	DEFB4A
1365	1674	DES
1366	1675	CFD
1367	1676	DFFA
1368	1677	DFFB
1369	1678	TIMM8A
1370	1680	DFNX3
1371	1687	GSDME
1372	1689	DFNA7
1373	1690	COCH
1374	1694	DFNA16
1375	1697	DFNB5
1376	1705	DFNB13
1377	1706	DFNB14
1378	1709	DFNB17
1379	1713	DFNB20
1380	1714	DGCR
1381	1716	DGUOK
1382	1717	DHCR7
1383	1718	DHCR24
1384	1719	DHFR
1385	1720	DHFRP3
1386	1723	DHODH
1387	1725	DHPS
1388	1727	CYB5R3
1389	1728	NQO1
1390	1729	DIAPH1
1391	1730	DIAPH2
1392	1731	SEPTIN1
1393	1732	DIH1
1394	1733	DIO1
1395	1734	DIO2
1396	1735	DIO3
1397	1736	DKC1
1398	1737	DLAT
1399	1738	DLD
1400	1739	DLG1
1401	1740	DLG2
1402	1741	DLG3
1403	1742	DLG4
1404	1743	DLST
1405	1744	DLSTP1
1406	1745	DLX1
1407	1746	DLX2
1408	1747	DLX3
1409	1748	DLX4
1410	1749	DLX5
1411	1750	DLX6
1412	1755	DMBT1
1413	1756	DMD
1414	1757	SARDH
1415	1758	DMP1
1416	1759	DNM1
1417	1760	DMPK
1418	1761	DMRT1
1419	1762	DMWD
1420	1763	DNA2
1421	1767	DNAH5
1422	1768	DNAH6
1423	1769	DNAH8
1424	1770	DNAH9
1425	1773	DNASE1
1426	1774	DNASE1L1
1427	1775	DNASE1L2
1428	1776	DNASE1L3
1429	1777	DNASE2
1430	1778	DYNC1H1
1431	1780	DYNC1I1
1432	1781	DYNC1I2
1433	1783	DYNC1LI2
1434	1784	DNCM
1435	1785	DNM2
1436	1786	DNMT1
1437	1787	TRDMT1
1438	1788	DNMT3A
1439	1789	DNMT3B
1440	1791	DNTT
1441	1793	DOCK1
1442	1794	DOCK2
1443	1795	DOCK3
1444	1796	DOK1
1445	1797	DXO
1446	1798	DPAGT1
1447	1800	DPEP1
1448	1801	DPH1
1449	1802	DPH2
1450	1803	DPP4
1451	1804	DPP6
1452	1805	DPT
1453	1806	DPYD
1454	1807	DPYS
1455	1808	DPYSL2
1456	1809	DPYSL3
1457	1810	DR1
1458	1811	SLC26A3
1459	1812	DRD1
1460	1813	DRD2
1461	1814	DRD3
1462	1815	DRD4
1463	1816	DRD5
1464	1817	DRD5P1
1465	1818	DRD5P2
1466	1819	DRG2
1467	1820	ARID3A
1468	1821	DRP2
1469	1822	ATN1
1470	1823	DSC1
1471	1824	DSC2
1472	1825	DSC3
1473	1826	DSCAM
1474	1827	RCAN1
1475	1828	DSG1
1476	1829	DSG2
1477	1830	DSG3
1478	1831	TSC22D3
1479	1832	DSP
1480	1833	EPYC
1481	1834	DSPP
1482	1836	SLC26A2
1483	1837	DTNA
1484	1838	DTNB
1485	1839	HBEGF
1486	1840	DTX1
1487	1841	DTYMK
1488	1842	ECM2
1489	1843	DUSP1
1490	1844	DUSP2
1491	1845	DUSP3
1492	1846	DUSP4
1493	1847	DUSP5
1494	1848	DUSP6
1495	1849	DUSP7
1496	1850	DUSP8
1497	1852	DUSP9
1498	1854	DUT
1499	1855	DVL1
1500	1856	DVL2
1501	1857	DVL3
1502	1858	DWS
1503	1859	DYRK1A
1504	1861	TOR1A
1505	1866	DYT7
1506	1867	DYX1
1507	1869	E2F1
1508	1870	E2F2
1509	1871	E2F3
1510	1872	E2F3P1
1511	1874	E2F4
1512	1875	E2F5
1513	1876	E2F6
1514	1877	E4F1
1515	1878	E11S
1516	1879	EBF1
1517	1880	GPR183
1518	1881	EBM
1519	1884	EBR3
1520	1888	EBVS1
1521	1889	ECE1
1522	1890	TYMP
1523	1891	ECH1
1524	1892	ECHS1
1525	1893	ECM1
1526	1894	ECT2
1527	1896	EDA
1528	1901	S1PR1
1529	1902	LPAR1
1530	1903	S1PR3
1531	1906	EDN1
1532	1907	EDN2
1533	1908	EDN3
1534	1909	EDNRA
1535	1910	EDNRB
1536	1911	PHC1
1537	1912	PHC2
1538	1913	EEC1
1539	1914	EEC2
1540	1915	EEF1A1
1541	1917	EEF1A2
1542	1918	EEF1A1P43
1543	1932	EEF1B2P1
1544	1933	EEF1B2
1545	1934	EEF1B2P2
1546	1936	EEF1D
1547	1937	EEF1G
1548	1938	EEF2
1549	1939	EIF2D
1550	1940	EEGV1
1551	1942	EFNA1
1552	1943	EFNA2
1553	1944	EFNA3
1554	1945	EFNA4
1555	1946	EFNA5
1556	1947	EFNB1
1557	1948	EFNB2
1558	1949	EFNB3
1559	1950	EGF
1560	1951	CELSR3
1561	1952	CELSR2
1562	1953	MEGF6
1563	1954	MEGF8
1564	1955	MEGF9
1565	1956	EGFR
1566	1957	EGI
1567	1958	EGR1
1568	1959	EGR2
1569	1960	EGR3
1570	1961	EGR4
1571	1962	EHHADH
1572	1964	EIF1AX
1573	1965	EIF2S1
1574	1967	EIF2B1
1575	1968	EIF2S3
1576	1969	EPHA2
1577	1973	EIF4A1
1578	1974	EIF4A2
1579	1975	EIF4B
1580	1977	EIF4E
1581	1978	EIF4EBP1
1582	1979	EIF4EBP2
1583	1980	EIF4EP1
1584	1981	EIF4G1
1585	1982	EIF4G2
1586	1983	EIF5
1587	1984	EIF5A
1588	1986	EIF5AP2
1589	1987	EIF5AP3
1590	1990	CELA1
1591	1991	ELANE
1592	1992	SERPINB1
1593	1993	ELAVL2
1594	1994	ELAVL1
1595	1995	ELAVL3
1596	1996	ELAVL4
1597	1997	ELF1
1598	1998	ELF2
1599	1999	ELF3
1600	2000	ELF4
1601	2001	ELF5
1602	2002	ELK1
1603	2003	ELK2AP
1604	2004	ELK3
1605	2005	ELK4
1606	2006	ELN
1607	2009	EML1
1608	2010	EMD
1609	2011	MARK2
1610	2012	EMP1
1611	2013	EMP2
1612	2014	EMP3
1613	2015	ADGRE1
1614	2016	EMX1
1615	2017	CTTN
1616	2018	EMX2
1617	2019	EN1
1618	2020	EN2
1619	2021	ENDOG
1620	2022	ENG
1621	2023	ENO1
1622	2025	ENO1P1
1623	2026	ENO2
1624	2027	ENO3
1625	2028	ENPEP
1626	2029	ENSA
1627	2030	SLC29A1
1628	2031	ENUR1
1629	2032	ENUR2
1630	2033	EP300
1631	2034	EPAS1
1632	2035	EPB41
1633	2036	EPB41L1
1634	2037	EPB41L2
1635	2038	EPB42
1636	2039	DMTN
1637	2040	STOM
1638	2041	EPHA1
1639	2042	EPHA3
1640	2043	EPHA4
1641	2044	EPHA5
1642	2045	EPHA7
1643	2046	EPHA8
1644	2047	EPHB1
1645	2048	EPHB2
1646	2049	EPHB3
1647	2050	EPHB4
1648	2051	EPHB6
1649	2052	EPHX1
1650	2053	EPHX2
1651	2054	STX2
1652	2055	CLN8
1653	2056	EPO
1654	2057	EPOR
1655	2058	EPRS1
1656	2059	EPS8
1657	2060	EPS15
1658	2063	NR2F6
1659	2064	ERBB2
1660	2065	ERBB3
1661	2066	ERBB4
1662	2067	ERCC1
1663	2068	ERCC2
1664	2069	EREG
1665	2070	EYA4
1666	2071	ERCC3
1667	2072	ERCC4
1668	2073	ERCC5
1669	2074	ERCC6
1670	2076	ERCM1
1671	2077	ERF
1672	2078	ERG
1673	2079	ERH
1674	2081	ERN1
1675	2086	ERV3-1
1676	2090	ESA4
1677	2091	FBL
1678	2096	ESAT
1679	2097	ESB3
1680	2098	ESD
1681	2099	ESR1
1682	2100	ESR2
1683	2101	ESRRA
1684	2103	ESRRB
1685	2104	ESRRG
1686	2107	ETF1
1687	2108	ETFA
1688	2109	ETFB
1689	2110	ETFDH
1690	2112	ETM2
1691	2113	ETS1
1692	2114	ETS2
1693	2115	ETV1
1694	2116	ETV2
1695	2117	ETV3
1696	2118	ETV4
1697	2119	ETV5
1698	2120	ETV6
1699	2121	EVC
1700	2122	MECOM
1701	2123	EVI2A
1702	2124	EVI2B
1703	2125	EVPL
1704	2128	EVX1
1705	2130	EWSR1
1706	2131	EXT1
1707	2132	EXT2
1708	2133	EXT3
1709	2134	EXTL1
1710	2135	EXTL2
1711	2137	EXTL3
1712	2138	EYA1
1713	2139	EYA2
1714	2140	EYA3
1715	2141	EYCL1
1716	2145	EZH1
1717	2146	EZH2
1718	2147	F2
1719	2149	F2R
1720	2150	F2RL1
1721	2151	F2RL2
1722	2152	F3
1723	2153	F5
1724	2155	F7
1725	2156	F7R
1726	2157	F8
1727	2158	F9
1728	2159	F10
1729	2160	F11
1730	2161	F12
1731	2162	F13A1
1732	2165	F13B
1733	2166	FAAH
1734	2167	FABP4
1735	2168	FABP1
1736	2169	FABP2
1737	2170	FABP3
1738	2171	FABP5
1739	2172	FABP6
1740	2173	FABP7
1741	2175	FANCA
1742	2176	FANCC
1743	2177	FANCD2
1744	2178	FANCE
1745	2180	ACSL1
1746	2181	ACSL3
1747	2182	ACSL4
1748	2184	FAH
1749	2185	PTK2B
1750	2186	BPTF
1751	2187	FANCB
1752	2188	FANCF
1753	2189	FANCG
1754	2191	FAP
1755	2192	FBLN1
1756	2193	FARSA
1757	2194	FASN
1758	2195	FAT1
1759	2196	FAT2
1760	2197	FAU
1761	2199	FBLN2
1762	2200	FBN1
1763	2201	FBN2
1764	2202	EFEMP1
1765	2203	FBP1
1766	2204	FCAR
1767	2205	FCER1A
1768	2206	MS4A2
1769	2207	FCER1G
1770	2208	FCER2
1771	2209	FCGR1A
1772	2210	FCGR1BP
1773	2212	FCGR2A
1774	2213	FCGR2B
1775	2214	FCGR3A
1776	2215	FCGR3B
1777	2216	FDX1P2
1778	2217	FCGRT
1779	2218	FKTN
1780	2219	FCN1
1781	2220	FCN2
1782	2221	FCP1
1783	2222	FDFT1
1784	2224	FDPS
1785	2227	FDPSP3
1786	2228	FDPSP4
1787	2229	FDPSP5
1788	2230	FDX1
1789	2231	FDX1P1
1790	2232	FDXR
1791	2233	1-Feb
1792	2234	2-Feb
1793	2235	FECH
1794	2236	FECHP1
1795	2237	FEN1
1796	2239	GPC4
1797	2241	FER
1798	2242	FES
1799	2243	FGA
1800	2244	FGB
1801	2245	FGD1
1802	2246	FGF1
1803	2247	FGF2
1804	2248	FGF3
1805	2249	FGF4
1806	2250	FGF5
1807	2251	FGF6
1808	2252	FGF7
1809	2253	FGF8
1810	2254	FGF9
1811	2255	FGF10
1812	2256	FGF11
1813	2257	FGF12
1814	2258	FGF13
1815	2259	FGF14
1816	2260	FGFR1
1817	2261	FGFR3
1818	2262	GPC5
1819	2263	FGFR2
1820	2264	FGFR4
1821	2266	FGG
1822	2267	FGL1
1823	2268	FGR
1824	2270	FGS2
1825	2271	FH
1826	2272	FHIT
1827	2273	FHL1
1828	2274	FHL2
1829	2275	FHL3
1830	2277	VEGFD
1831	2278	FIM1
1832	2279	FIM3
1833	2280	FKBP1A
1834	2281	FKBP1B
1835	2282	FKBP1AP1
1836	2283	FKBP1AP2
1837	2284	FKBP1AP3
1838	2285	FKBP1AP4
1839	2286	FKBP2
1840	2287	FKBP3
1841	2288	FKBP4
1842	2289	FKBP5
1843	2290	FOXG1
1844	2294	FOXF1
1845	2295	FOXF2
1846	2296	FOXC1
1847	2297	FOXD1
1848	2298	FOXD4
1849	2299	FOXI1
1850	2300	FOXL1
1851	2301	FOXE3
1852	2302	FOXJ1
1853	2303	FOXC2
1854	2304	FOXE1
1855	2305	FOXM1
1856	2306	FOXD2
1857	2307	FOXS1
1858	2308	FOXO1
1859	2309	FOXO3
1860	2310	FOXO3B
1861	2311	FOXO1B
1862	2312	FLG
1863	2313	FLI1
1864	2314	FLII
1865	2315	MLANA
1866	2316	FLNA
1867	2317	FLNB
1868	2318	FLNC
1869	2319	FLOT2
1870	2321	FLT1
1871	2322	FLT3
1872	2323	FLT3LG
1873	2324	FLT4
1874	2326	FMO1
1875	2327	FMO2
1876	2328	FMO3
1877	2329	FMO4
1878	2330	FMO5
1879	2331	FMOD
1880	2332	FMR1
1881	2334	AFF2
1882	2335	FN1
1883	2339	FNTA
1884	2341	FNTAP2
1885	2342	FNTB
1886	2346	FOLH1
1887	2348	FOLR1
1888	2350	FOLR2
1889	2352	FOLR3
1890	2353	FOS
1891	2354	FOSB
1892	2355	FOSL2
1893	2356	FPGS
1894	2357	FPR1
1895	2358	FPR2
1896	2359	FPR3
1897	2360	FRA1A
1898	2361	FRA1B
1899	2362	FRA1C
1900	2363	FRA1D
1901	2364	FRA1E
1902	2365	FRA1F
1903	2366	FRA1G
1904	2367	FRA1H
1905	2368	FRA1I
1906	2369	FRA1J
1907	2370	FRA1K
1908	2371	FRA1L
1909	2372	FRA1M
1910	2374	FRA2B
1911	2375	FRA2C
1912	2376	FRA2D
1913	2377	FRA2E
1914	2378	FRA2F
1915	2379	FRA2G
1916	2380	FRA2H
1917	2381	FRA2I
1918	2382	FRA2J
1919	2383	FRA2K
1920	2384	FRA3A
1921	2386	FRA3C
1922	2387	FRA3D
1923	2388	FRA4A
1924	2389	FRA4B
1925	2390	FRA4C
1926	2391	FRA4D
1927	2393	FRA5A
1928	2394	FRA5B
1929	2395	FXN
1930	2396	FRA5C
1931	2397	FRA5D
1932	2398	FRA5E
1933	2399	FRA5F
1934	2400	FRA5G
1935	2401	FRA6A
1936	2402	FRA6B
1937	2403	FRA6C
1938	2404	FRA6D
1939	2405	FRA6E
1940	2406	FRA6F
1941	2407	FRA6G
1942	2409	FRA7B
1943	2410	FRA7C
1944	2411	FRA7D
1945	2412	FRA7E
1946	2413	FRA7F
1947	2414	FRA7G
1948	2415	FRA7H
1949	2416	FRA7I
1950	2417	FRA7J
1951	2418	FRA8A
1952	2419	FRA8B
1953	2420	FRDA2
1954	2421	FRA8C
1955	2422	FRA8D
1956	2423	FRA8E
1957	2425	FRA9A
1958	2426	FRA9B
1959	2427	FRA9C
1960	2428	FRA9D
1961	2429	FRA9E
1962	2430	FRA9F
1963	2433	FRA10C
1964	2434	FRA10D
1965	2435	FRA10E
1966	2436	FRA10F
1967	2437	FRA10G
1968	2440	FRA11C
1969	2441	FRA11D
1970	2442	FRA11E
1971	2443	FRA11F
1972	2444	FRK
1973	2445	FRA11G
1974	2446	FRA11H
1975	2447	FRA11I
1976	2449	FRA12B
1977	2450	FRA12C
1978	2451	FRA12D
1979	2452	FRA12E
1980	2453	FRA13A
1981	2454	FRA13B
1982	2455	FRA13C
1983	2456	FRA13D
1984	2457	FRA14B
1985	2458	FRA14C
1986	2459	FRA15A
1987	2462	FRA16C
1988	2463	FRA16D
1989	2464	FRA16E
1990	2465	FRA17A
1991	2466	FRA17B
1992	2467	FRA18A
1993	2468	FRA18B
1994	2469	FRA19A
1995	2470	FRA19B
1996	2471	FRA20A
1997	2472	FRA20B
1998	2473	FRA22A
1999	2474	FRA22B
2000	2475	MTOR
2001	2478	FRAXB
2002	2479	FRAXC
2003	2480	FRAXD
2004	2483	FRG1
2005	2487	FRZB
2006	2488	FSHB
2007	2489	FSHMD1A
2008	2490	FSHMD1B
2009	2491	CENPI
2010	2492	FSHR
2011	2494	NR5A2
2012	2495	FTH1
2013	2496	FTH1P1
2014	2497	FTH1P2
2015	2498	FTH1P3
2016	2499	FTH1P4
2017	2500	FTH1P7
2018	2501	FTH1P8
2019	2502	FTH1P10
2020	2503	FTH1P11
2021	2504	FTH1P12
2022	2507	FTH1P15
2023	2508	FTH1P16
2024	2509	FTH1P5
2025	2510	FTH1P21
2026	2512	FTL
2027	2515	ADAM2
2028	2516	NR5A1
2029	2517	FUCA1
2030	2518	FUCA1P1
2031	2519	FUCA2
2032	2520	GAST
2033	2521	FUS
2034	2522	FUSE
2035	2523	FUT1
2036	2524	FUT2
2037	2525	FUT3
2038	2526	FUT4
2039	2527	FUT5
2040	2528	FUT6
2041	2529	FUT7
2042	2530	FUT8
2043	2531	KDSR
2044	2532	ACKR1
2045	2533	FYB1
2046	2534	FYN
2047	2535	FZD2
2048	2537	IFI6
2049	2538	G6PC1
2050	2539	G6PD
2051	2541	G6PR
2052	2542	SLC37A4
2053	2543	GAGE1
2054	2547	XRCC6
2055	2548	GAA
2056	2549	GAB1
2057	2550	GABBR1
2058	2551	GABPA
2059	2553	GABPB1
2060	2554	GABRA1
2061	2555	GABRA2
2062	2556	GABRA3
2063	2557	GABRA4
2064	2558	GABRA5
2065	2559	GABRA6
2066	2560	GABRB1
2067	2561	GABRB2
2068	2562	GABRB3
2069	2563	GABRD
2070	2564	GABRE
2071	2565	GABRG1
2072	2566	GABRG2
2073	2567	GABRG3
2074	2568	GABRP
2075	2569	GABRR1
2076	2570	GABRR2
2077	2571	GAD1
2078	2572	GAD2
2079	2574	GAGE2C
2080	2576	GAGE4
2081	2577	GAGE5
2082	2578	GAGE6
2083	2579	GAGE7
2084	2580	GAK
2085	2581	GALC
2086	2582	GALE
2087	2583	B4GALNT1
2088	2584	GALK1
2089	2585	GALK2
2090	2587	GALR1
2091	2588	GALNS
2092	2589	GALNT1
2093	2590	GALNT2
2094	2591	GALNT3
2095	2592	GALT
2096	2593	GAMT
2097	2595	GANC
2098	2596	GAP43
2099	2597	GAPDH
2100	2601	GAPDHP60
2101	2609	GAPDHP67
2102	2611	GAPDHP69
2103	2613	GAPDHP71
2104	2615	LRRC32
2105	2616	GAPDHP1
2106	2617	GARS1
2107	2618	GART
2108	2619	GAS1
2109	2620	GAS2
2110	2621	GAS6
2111	2622	GAS8
2112	2623	GATA1
2113	2624	GATA2
2114	2625	GATA3
2115	2626	GATA4
2116	2627	GATA6
2117	2628	GATM
2118	2629	GBA1
2119	2630	GBAP1
2120	2631	NIPSNAP2
2121	2632	GBE1
2122	2633	GBP1
2123	2634	GBP2
2124	2635	GBP3
2125	2636	GBX1
2126	2637	GBX2
2127	2638	GC
2128	2639	GCDH
2129	2641	GCG
2130	2642	GCGR
2131	2643	GCH1
2132	2644	GCHFR
2133	2645	GCK
2134	2646	GCKR
2135	2647	BLOC1S1
2136	2648	KAT2A
2137	2649	NR6A1
2138	2650	GCNT1
2139	2651	GCNT2
2140	2652	OPN1MW
2141	2653	GCSH
2142	2656	GCY
2143	2657	GDF1
2144	2658	GDF2
2145	2660	MSTN
2146	2661	GDF9
2147	2662	GDF10
2148	2664	GDI1
2149	2665	GDI2
2150	2667	GDI2P1
2151	2668	GDNF
2152	2669	GEM
2153	2670	GFAP
2154	2671	GFER
2155	2672	GFI1
2156	2673	GFPT1
2157	2674	GFRA1
2158	2675	GFRA2
2159	2676	GFRA3
2160	2677	GGCX
2161	2678	GGT1
2162	2679	GGT3P
2163	2681	GGTA1
2164	2683	B4GALT1
2165	2686	GGT7
2166	2687	GGT5
2167	2688	GH1
2168	2689	GH2
2169	2690	GHR
2170	2691	GHRH
2171	2692	GHRHR
2172	2693	GHSR
2173	2694	CBLIF
2174	2695	GIP
2175	2696	GIPR
2176	2697	GJA1
2177	2698	GJA1P1
2178	2700	GJA3
2179	2701	GJA4
2180	2702	GJA5
2181	2703	GJA8
2182	2705	GJB1
2183	2706	GJB2
2184	2707	GJB3
2185	2709	GJB5
2186	2710	GK
2187	2712	GK2
2188	2713	GK3
2189	2716	GK4P
2190	2717	GLA
2191	2719	GPC3
2192	2720	GLB1
2193	2722	GLC1B
2194	2723	GLC1C
2195	2724	GLC1D
2196	2728	GLC3B
2197	2729	GCLC
2198	2730	GCLM
2199	2731	GLDC
2200	2732	GLDCP1
2201	2733	GLE1
2202	2734	GLG1
2203	2735	GLI1
2204	2736	GLI2
2205	2737	GLI3
2206	2738	GLI4
2207	2739	GLO1
2208	2740	GLP1R
2209	2741	GLRA1
2210	2742	GLRA2
2211	2743	GLRB
2212	2744	GLS
2213	2745	GLRX
2214	2746	GLUD1
2215	2747	GLUD2
2216	2749	GLUD1P3
2217	2750	GLUD1P4
2218	2751	GLUD1P5
2219	2752	GLUL
2220	2753	GLULP1
2221	2754	GLULP2
2222	2759	GLYS1
2223	2760	GM2A
2224	2761	GM2AP1
2225	2762	GMDS
2226	2764	GMFB
2227	2765	GML
2228	2766	GMPR
2229	2767	GNA11
2230	2768	GNA12
2231	2769	GNA15
2232	2770	GNAI1
2233	2771	GNAI2
2234	2772	GNAI2P1
2235	2773	GNAI3
2236	2774	GNAL
2237	2775	GNAO1
2238	2776	GNAQ
2239	2777	GNAQP1
2240	2778	GNAS
2241	2779	GNAT1
2242	2780	GNAT2
2243	2781	GNAZ
2244	2782	GNB1
2245	2783	GNB2
2246	2784	GNB3
2247	2785	GNG3
2248	2786	GNG4
2249	2787	GNG5
2250	2788	GNG7
2251	2789	GNG5P1
2252	2790	GNG10
2253	2791	GNG11
2254	2792	GNGT1
2255	2793	GNGT2
2256	2794	GNL1
2257	2796	GNRH1
2258	2797	GNRH2
2259	2798	GNRHR
2260	2799	GNS
2261	2800	GOLGA1
2262	2801	GOLGA2
2263	2802	GOLGA3
2264	2803	GOLGA4
2265	2804	GOLGB1
2266	2805	GOT1
2267	2806	GOT2
2268	2810	SFN
2269	2811	GP1BA
2270	2812	GP1BB
2271	2813	GP2
2272	2814	GP5
2273	2815	GP9
2274	2817	GPC1
2275	2819	GPD1
2276	2820	GPD2
2277	2821	GPI
2278	2822	GPLD1
2279	2823	GPM6A
2280	2824	GPM6B
2281	2825	CMKLR2
2282	2826	CCR10
2283	2827	GPR3
2284	2828	GPR4
2285	2829	XCR1
2286	2830	GPR6
2287	2831	NPBWR1
2288	2832	NPBWR2
2289	2833	CXCR3
2290	2834	PRLHR
2291	2835	GPR12
2292	2837	UTS2R
2293	2838	GPR15
2294	2840	GPR17
2295	2841	GPR18
2296	2842	GPR19
2297	2843	GPR20
2298	2844	GPR21
2299	2845	GPR22
2300	2846	LPAR4
2301	2847	MCHR1
2302	2848	GPR25
2303	2849	GPR26
2304	2850	GPR27
2305	2852	GPER1
2306	2853	GPR31
2307	2854	GPR32
2308	2855	GPR32P1
2309	2856	GPR33
2310	2857	GPR34
2311	2859	GPR35
2312	2860	GPR36
2313	2861	GPR37
2314	2862	MLNR
2315	2863	GPR39
2316	2864	FFAR1
2317	2865	FFAR3
2318	2866	GPR42
2319	2867	FFAR2
2320	2868	GRK4
2321	2869	GRK5
2322	2870	GRK6
2323	2871	GRK6P1
2324	2872	MKNK2
2325	2873	GPS1
2326	2874	GPS2
2327	2875	GPT
2328	2876	GPX1
2329	2877	GPX2
2330	2878	GPX3
2331	2879	GPX4
2332	2880	GPX5
2333	2882	GPX7
2334	2884	GPX1P2
2335	2885	GRB2
2336	2886	GRB7
2337	2887	GRB10
2338	2888	GRB14
2339	2889	RAPGEF1
2340	2890	GRIA1
2341	2891	GRIA2
2342	2892	GRIA3
2343	2893	GRIA4
2344	2894	GRID1
2345	2895	GRID2
2346	2896	GRN
2347	2897	GRIK1
2348	2898	GRIK2
2349	2899	GRIK3
2350	2900	GRIK4
2351	2901	GRIK5
2352	2902	GRIN1
2353	2903	GRIN2A
2354	2904	GRIN2B
2355	2905	GRIN2C
2356	2906	GRIN2D
2357	2907	GRINA
2358	2908	NR3C1
2359	2909	ARHGAP35
2360	2910	NR3C1P1
2361	2911	GRM1
2362	2912	GRM2
2363	2913	GRM3
2364	2914	GRM4
2365	2915	GRM5
2366	2916	GRM6
2367	2917	GRM7
2368	2918	GRM8
2369	2919	CXCL1
2370	2920	CXCL2
2371	2921	CXCL3
2372	2922	GRP
2373	2923	PDIA3
2374	2925	GRPR
2375	2926	GRSF1
2376	2928	GSC2
2377	2931	GSK3A
2378	2932	GSK3B
2379	2933	GSM1
2380	2934	GSN
2381	2935	GSPT1
2382	2936	GSR
2383	2937	GSS
2384	2938	GSTA1
2385	2939	GSTA2
2386	2940	GSTA3
2387	2941	GSTA4
2388	2942	GSTA6P
2389	2944	GSTM1
2390	2946	GSTM2
2391	2947	GSTM3
2392	2948	GSTM4
2393	2949	GSTM5
2394	2950	GSTP1
2395	2951	GSTP1P1
2396	2952	GSTT1
2397	2953	GSTT2
2398	2954	GSTZ1
2399	2956	MSH6
2400	2957	GTF2A1
2401	2958	GTF2A2
2402	2959	GTF2B
2403	2960	GTF2E1
2404	2961	GTF2E2
2405	2962	GTF2F1
2406	2963	GTF2F2
2407	2964	GTF2F2P1
2408	2965	GTF2H1
2409	2966	GTF2H2
2410	2967	GTF2H3
2411	2968	GTF2H4
2412	2969	GTF2I
2413	2970	GTF2IP1
2414	2971	GTF3A
2415	2972	BRF1
2416	2973	GTS
2417	2974	GUCY1B2
2418	2975	GTF3C1
2419	2976	GTF3C2
2420	2977	GUCY1A2
2421	2978	GUCA1A
2422	2979	GUCA1B
2423	2980	GUCA2A
2424	2981	GUCA2B
2425	2982	GUCY1A1
2426	2983	GUCY1B1
2427	2984	GUCY2C
2428	2986	GUCY2F
2429	2987	GUK1
2430	2988	GUK2
2431	2989	GULOP
2432	2990	GUSB
2433	2992	GYG1
2434	2993	GYPA
2435	2994	GYPB
2436	2995	GYPC
2437	2996	GYPE
2438	2997	GYS1
2439	2998	GYS2
2440	2999	GZMH
2441	3000	GUCY2D
2442	3001	GZMA
2443	3002	GZMB
2444	3003	GZMK
2445	3004	GZMM
2446	3005	H1-0
2447	3006	H1-2
2448	3007	H1-3
2449	3008	H1-4
2450	3009	H1-5
2451	3010	H1-6
2452	3012	H2AC8
2453	3013	H2AC7
2454	3014	H2AX
2455	3015	H2AZ1
2456	3017	H2BC5
2457	3018	H2BC3
2458	3020	H3-3A
2459	3021	H3-3B
2460	3024	H1-1
2461	3026	HABP2
2462	3028	HSD17B10
2463	3029	HAGH
2464	3030	HADHA
2465	3031	HADHAP1
2466	3032	HADHB
2467	3033	HADH
2468	3034	HAL
2469	3035	HARS1
2470	3036	HAS1
2471	3037	HAS2
2472	3038	HAS3
2473	3039	HBA1
2474	3040	HBA2
2475	3041	HBAP1
2476	3042	HBM
2477	3043	HBB
2478	3044	HBBP1
2479	3045	HBD
2480	3046	HBE1
2481	3047	HBG1
2482	3048	HBG2
2483	3049	HBQ1
2484	3050	HBZ
2485	3051	HBZP1
2486	3052	HCCS
2487	3053	SERPIND1
2488	3054	HCFC1
2489	3055	HCK
2490	3056	HCL1
2491	3057	HCL2
2492	3059	HCLS1
2493	3060	HCRT
2494	3061	HCRTR1
2495	3062	HCRTR2
2496	3063	HCVS
2497	3064	HTT
2498	3065	HDAC1
2499	3066	HDAC2
2500	3067	HDC
2501	3068	HDGF
2502	3069	HDLBP
2503	3070	HELLS
2504	3071	NCKAP1L
2505	3073	HEXA
2506	3074	HEXB
2507	3075	CFH
2508	3077	HFE
2509	3078	CFHR1
2510	3080	CFHR2
2511	3081	HGD
2512	3082	HGF
2513	3083	HGFAC
2514	3084	NRG1
2515	3087	HHEX
2516	3090	HIC1
2517	3091	HIF1A
2518	3092	HIP1
2519	3093	UBE2K
2520	3094	HINT1
2521	3096	HIVEP1
2522	3097	HIVEP2
2523	3098	HK1
2524	3099	HK2
2525	3101	HK3
2526	3104	ZBTB48
2527	3105	HLA-A
2528	3106	HLA-B
2529	3107	HLA-C
2530	3108	HLA-DMA
2531	3109	HLA-DMB
2532	3110	MNX1
2533	3111	HLA-DOA
2534	3112	HLA-DOB
2535	3113	HLA-DPA1
2536	3115	HLA-DPB1
2537	3116	HLA-DPB2
2538	3117	HLA-DQA1
2539	3118	HLA-DQA2
2540	3119	HLA-DQB1
2541	3120	HLA-DQB2
2542	3121	HLA-DQB3
2543	3122	HLA-DRA
2544	3123	HLA-DRB1
2545	3124	HLA-DRB2
2546	3125	HLA-DRB3
