entrezid,degree
1043,1
1044,3
1046,6
3202,14
7504,5
23098,23
26235,6
51573,5
84300,5
2523,1
4335,12
7596,3
30812,20
51154,12
55249,17
79612,13
83871,11
116443,9
6348,12
6670,36
6689,20
80142,9
5449,15
2845,3
6909,8
7750,52
10260,12
26037,22
60529,15
80108,10
84678,16
171017,11
7008,8
148327,11
1060,13
3013,27
8352,8
8361,5
9589,17
55023,23
55839,14
64105,15
64146,11
64946,25
79019,12
79172,25
79682,31
79801,14
116541,9
6863,15
10045,12
10112,28
25842,51
79101,43
161424,24
220134,36
2342,15
25862,50
55171,3
129049,3
134359,67
54069,19
55789,7
55854,32
79442,2
79829,5
84101,12
222235,4
1070,13
5568,10
1184,6
10420,16
203447,1
8530,3
125058,19
1179,3
1476,30
1811,3
2195,14
3758,11
3800,21
3960,5
4072,5
4810,8
5902,38
7466,11
9076,17
9497,7
10257,8
10479,3
11141,2
26118,12
27183,27
50854,1
51337,11
55107,2
56128,1
56667,12
58472,22
63929,8
64232,1
79714,2
81855,27
83699,6
84752,2
116369,3
1081,11
2488,5
3972,4
7252,3
93659,1
1101,1
1102,11
10667,34
3587,11
7352,5
1106,15
3090,27
4122,8
5802,31
7105,8
7389,13
8932,38
10169,15
10190,39
28965,7
57459,58
64919,20
84103,7
84159,31
85509,10
125997,11
1789,62
4664,6
8819,54
26038,12
64375,18
138151,8
1109,1
5253,3
6419,10
8711,16
9874,20
10775,15
11011,18
23215,16
23271,17
27107,6
51087,6
54883,6
55893,8
64062,19
64423,12
84271,38
93183,2
283638,14
11340,57
22856,2
337876,1
1113,7
29106,2
4968,10
7841,22
11343,1
80212,10
157285,9
1116,2
1117,2
9873,29
1121,62
4927,31
5557,16
5558,16
10920,46
11101,7
23511,28
25852,19
54468,6
55109,20
79726,6
81557,2
84128,9
84219,3
159090,6
728239,11
1122,6
51409,2
1128,4
8220,16
8735,18
10240,30
10749,26
25925,8
57060,7
63875,20
259232,3
1132,3
1133,1
1134,4
1144,3
1145,1
1146,7
3679,8
1135,2
1141,5
1143,5
1136,4
1137,7
1140,3
5913,9
1438,16
23328,14
26133,20
54505,18
79665,16
79671,16
79784,36
84166,5
89849,6
147945,8
1149,4
7350,2
27141,5
1158,17
51540,18
56061,28
79068,16
80776,60
387923,3
5723,18
5940,20
9529,39
10914,32
26065,13
56925,17
159163,18
202559,80
1441,29
3560,33
5618,25
56911,7
8139,12
1160,10
56944,5
57406,3
3150,33
27089,26
50813,71
56949,32
54763,24
55964,14
3454,36
4063,7
9528,7
10900,22
51438,14
58513,22
84466,25
151871,18
319101,12
374454,14
8906,17
55096,9
10721,1
79719,7
3855,19
7781,4
23285,13
1178,2
3779,4
1180,4
1181,23
23588,21
55702,11
79759,12
148423,9
1185,2
1186,16
28962,9
8462,17
57119,2
64386,3
6399,23
10597,20
55900,8
1193,6
5152,21
51280,27
56033,8
57573,12
10127,14
10285,40
10898,16
25888,17
29072,18
29894,55
51213,16
56980,7
57057,5
57541,12
60313,14
84124,2
84163,11
90075,2
147808,7
3216,12
57823,6
80169,5
1355,14
1621,6
8760,8
9415,5
9926,10
23266,6
23392,14
25813,27
57488,15
64220,2
84188,13
119559,6
347734,3
126433,9
158763,1
6637,42
9706,58
27258,39
51095,17
134353,19
1208,3
5406,5
5408,2
1209,6
81622,32
57706,9
60386,10
2650,13
4704,61
9213,13
10906,14
11187,24
25930,36
27131,30
51162,9
54504,19
55802,38
64784,12
286077,24
1907,3
1908,5
4254,12
1230,22
5355,32
6349,4
6351,11
6355,9
6359,2
6360,5
6368,1
8459,6
8460,7
1232,21
3627,8
4283,9
6356,10
6369,1
6373,6
56477,6
6361,6
6367,7
7294,14
128821,6
414062,2
729230,17
1235,4
1672,5
1673,3
6364,5
414325,3
2826,13
6363,9
6366,12
1237,8
6346,2
6370,4
10850,2
1240,2
1241,6
4705,20
4728,38
11031,23
51142,19
51253,35
51582,10
78988,11
5961,4
1259,1
8270,41
1266,13
1267,17
1269,2
2131,7
3382,11
3977,23
9244,3
23529,7
3371,7
1690,4
2252,13
5549,7
22795,10
164656,3
50509,2
1291,13
1297,3
1298,6
1299,3
1311,7
3373,2
4146,8
4322,10
1307,3
3026,8
6288,9
6291,2
118429,11
1286,14
9921,40
5498,9
10991,4
51286,4
1293,3
3911,22
255252,2
1295,21
1296,2
6671,15
388818,29
54620,8
91833,26
1303,5
1305,8
1306,1
1310,1
4148,9
5013,41
9516,17
27068,8
3777,12
8729,31
23433,22
51305,9
51667,22
1952,8
55937,2
1317,3
1318,5
1325,7
2693,2
6751,4
6753,16
6754,2
6755,11
117194,1
5608,38
28958,31
29090,12
51643,32
9377,30
25804,48
126328,37
1337,4
54972,30
6834,5
1347,3
1349,3
1350,2
1353,4
4726,41
29088,42
63931,23
2520,4
5624,16
1358,2
27283,3
5367,10
1364,6
7122,7
1366,11
3081,8
3040,8
1370,3
1371,9
1535,20
1375,1
1376,1
2526,4
2208,8
3439,4
1602,24
1810,33
2303,37
2736,13
3239,23
4211,34
4773,41
4774,8
4784,18
5089,34
5965,26
6003,6
8444,19
9457,15
9878,40
22823,19
23178,40
23373,8
49854,5
56954,16
79803,10
80818,5
134553,10
168374,3
283629,3
2747,11
4435,12
6757,22
8433,3
8604,26
10961,16
26145,11
56005,9
57136,9
79709,6
122953,27
1875,11
2122,23
2737,26
3175,7
3205,19
3207,9
3212,5
3213,3
3214,6
3233,19
3236,5
3238,8
3455,23
4520,3
4603,9
5087,39
5325,13
5629,20
6773,33
8092,5
8521,15
9739,26
9792,9
10370,13
10379,30
10579,16
10629,13
10661,18
23741,29
51193,8
53635,13
55502,5
55809,6
84441,8
92140,23
96764,27
493861,18
51360,2
1788,58
2014,3
1392,5
1393,1
7349,5
114131,3
90226,2
81552,16
1833,2
1840,27
2049,19
2098,15
2334,4
2815,7
3851,19
3859,3
5287,17
5639,5
5896,28
6000,19
9742,7
9749,6
9752,1
10677,3
11217,29
26148,20
26254,4
29998,10
51350,13
55211,18
55715,21
56137,1
56138,2
56139,1
56140,1
56142,5
56143,1
56145,1
56146,9
56147,1
56895,3
64762,6
65975,10
79834,8
81875,12
84292,56
117581,10
133383,2
146057,12
167359,1
192666,17
196374,14
431707,7
9870,5
55364,17
57498,12
59338,11
64418,3
131566,5
167227,20
339287,14
400360,1
4729,45
5050,45
6183,14
6362,7
10020,28
22929,29
26151,14
51633,17
54622,14
55512,10
2220,5
8332,4
4319,3
4901,3
9247,4
9670,21
9812,2
23334,5
26051,14
51388,15
55022,15
83606,7
84839,1
130951,4
255193,3
8864,15
1408,19
1411,9
1415,10
1420,9
1421,3
1429,17
3906,8
2298,13
26353,22
53632,9
79073,14
79090,15
81606,2
337879,5
1414,8
1417,6
1412,6
1413,3
79959,58
6833,5
1418,1
1427,3
1428,3
79020,21
1844,3
1848,10
1849,10
2152,9
2764,12
2872,44
3745,18
4150,12
5871,31
6334,5
7365,1
7701,3
9064,12
9338,24
9518,9
11221,14
55576,9
55578,9
56940,7
64145,16
79817,7
80824,8
203522,7
389692,8
8563,54
1437,17
1440,3
3567,4
3568,8
55884,21
1442,7
1443,2
1444,2
1629,28
6004,14
10652,15
22847,1
27240,11
1446,17
79595,38
84630,9
333926,3
1448,8
2077,16
5690,81
6571,6
9462,14
10427,25
10483,42
11033,27
23208,7
28966,6
51163,5
56474,27
57683,5
79856,6
80097,15
81610,13
85378,7
114791,16
114991,1
143425,8
644815,6
1857,78
2273,51
9788,16
55861,6
114088,37
541468,18
2201,16
8287,9
9851,80
9855,6
22881,6
23053,4
23382,8
53616,14
54795,5
55722,51
56977,1
79738,20
84231,18
84861,17
90362,3
116138,10
123811,17
139231,4
157680,2
197335,11
199731,4
283373,15
729440,13
64225,19
154661,4
1482,21
2246,19
2312,14
2570,5
3087,18
3475,12
3484,6
3576,25
4059,9
4593,13
5007,33
5176,8
5303,32
5393,42
6337,24
6473,5
6838,7
7141,9
7258,8
7766,7
8110,12
9136,17
9790,11
9813,2
10199,11
10287,20
23248,17
23316,2
23360,15
26010,11
26053,8
29115,38
51068,10
51329,18
51447,11
54521,21
54853,7
54890,8
55677,22
55814,4
64319,9
80206,2
84333,25
84524,2
84549,12
85437,9
92675,7
114798,2
117246,51
155435,17
246329,18
353515,1
6166,16
8829,31
8879,16
9275,35
9326,19
9640,15
9767,6
9975,20
23170,56
23560,37
29777,17
29997,19
51121,36
55105,2
55153,10
55216,15
55959,2
57587,2
57666,6
79080,12
79576,29
84264,2
93474,15
114882,13
147339,18
163115,2
253143,6
374900,4
2593,6
4113,44
5210,4
5306,17
6096,20
23135,13
26002,4
27132,10
51124,10
51131,6
51231,24
51339,22
51490,9
51710,3
56849,1
58491,6
63874,3
79176,20
84795,3
90864,10
91355,2
124739,26
221545,4
375484,7
2833,8
5196,14
6375,5
1463,8
84146,18
57325,10
9936,4
1469,2
1472,2
1473,1
1474,7
2125,20
3713,10
4014,7
5266,7
29952,11
26206,16
84905,7
23283,16
6910,7
7403,25
1485,6
9947,11
1486,2
3291,4
7764,11
8715,8
9425,24
23177,5
23414,16
55084,4
60528,29
63035,12
63948,16
81030,18
140688,3
167465,5
254251,3
7005,21
9491,29
9580,5
10472,6
23144,14
51274,10
55553,18
57703,17
79755,2
80223,20
139341,14
161882,9
5593,13
8434,13
54900,11
10196,36
29119,6
157638,13
1496,11
1825,8
3965,3
5122,7
5308,28
5754,7
6299,17
6656,2
6693,11
7547,4
8013,10
8028,19
8629,3
9208,28
9821,82
10076,11
11169,33
22943,10
23189,16
25909,17
30851,20
51742,18
55119,10
64321,4
64403,3
83439,3
84162,3
84444,31
140825,1
283149,4
284252,22
340719,7
55131,33
55236,37
167691,107
3479,19
5275,9
27286,4
57663,3
79607,28
3487,9
5267,14
8045,16
92979,6
2811,25
6318,14
6439,1
1513,6
6317,18
10384,3
80781,13
1515,1
1519,1
1521,2
1522,9
9950,8
27022,17
1524,1
6376,3
1525,15
120425,1
641371,4
1527,1
1528,20
1543,2
1544,2
1548,2
1565,5
1577,4
1579,4
5447,23
54657,1
54905,2
1534,4
4689,13
9711,13
27035,3
124056,4
1723,13
4716,29
25915,27
84881,9
8989,2
9677,11
124044,4
1545,2
1557,1
1559,9
2628,4
23461,2
1573,2
7597,26
7364,3
84913,2
112724,6
5171,2
1580,1
1585,3
1584,1
91151,2
1591,2
1593,1
1595,6
1596,1
5649,9
8372,3
10326,8
23201,27
27287,12
54510,3
64744,13
84872,10
92906,14
118738,11
122183,24
148523,1
160418,4
284194,3
654346,4
729240,23
23597,12
4124,4
6560,11
10269,26
1821,5
3908,7
1606,8
59067,5
1607,2
26167,4
1610,3
267012,1
1611,4
8633,4
10437,4
90249,3
219699,5
50808,4
29919,11
90135,2
121504,24
1617,13
1618,8
22873,10
66037,10
57135,6
54935,24
60490,11
165324,9
5064,8
5819,26
6385,22
9052,19
9456,25
22924,22
25945,20
54873,5
79901,14
3433,39
6228,24
317649,2
22797,10
1805,4
3481,24
6441,8
1635,14
51335,7
79873,36
115416,7
1638,2
2009,6
2232,6
10213,89
11258,18
23299,17
51626,6
54477,46
54930,26
55521,21
55831,15
58527,5
64848,24
64895,7
79649,26
79884,8
80155,31
81550,17
90417,13
95681,1
149986,9
150468,4
165918,36
166614,6
219899,4
254863,9
256714,8
348235,10
9925,13
2072,25
3232,4
5897,8
6297,12
8816,6
11179,12
23038,12
26094,11
51185,18
51666,28
54541,13
54554,11
55070,18
55230,3
79269,8
80067,7
80198,17
90379,3
163590,18
261734,39
348995,18
1645,6
54951,17
1646,1
2512,39
90007,7
9993,3
10214,15
10302,15
79882,20
79892,28
84247,2
283643,4
29107,15
84061,19
340061,36
1652,7
3036,4
5351,35
8985,38
26127,42
29922,57
83473,5
83872,2
3614,13
11193,48
5635,29
54931,28
60681,21
196513,21
10535,25
1659,36
51634,7
57461,12
23212,50
25988,37
26576,61
29078,13
89941,33
113510,4
1663,9
79075,8
2530,5
10463,5
57148,11
126206,8
1668,2
1670,2
81493,2
81786,11
266812,12
4682,18
1678,12
84749,7
1717,14
3992,5
51205,9
1718,9
80318,15
5794,11
5874,9
7697,8
22846,3
54509,6
65124,4
1733,2
1734,14
10299,7
7012,1
55164,8
5161,13
5166,7
28998,42
55526,1
55833,16
2977,10
3736,10
3759,15
3761,15
8324,10
25960,2
27165,11
51764,9
54910,14
57105,2
89780,15
93643,4
166647,2
338440,1
2894,3
2895,11
54413,8
57555,8
2901,10
2905,6
3885,7
3888,13
6274,3
23510,7
27034,9
51188,9
1948,27
2535,6
2891,27
2892,11
2897,9
3597,12
9211,2
10505,2
10509,5
27158,12
57502,4
57575,8
57622,5
116444,3
160622,7
64976,47
1745,3
1746,11
1749,18
1747,4
1750,2
1838,39
5239,3
8618,15
137868,2
1757,2
23677,36
64207,14
79754,15
1761,1
6388,4
6723,13
8974,10
1763,8
1767,2
1768,2
1769,1
1777,8
4289,15
10300,12
25893,2
55012,21
151194,18
158471,13
196541,16
2039,7
5837,32
5937,31
11253,4
26100,39
79694,2
89848,6
553115,24
9628,11
30827,35
346171,4
2632,14
23102,12
8263,4
27164,4
29947,11
51025,15
54918,10
25841,6
30836,18
85280,29
386677,75
6725,5
1797,10
1798,4
113655,4
1800,4
1801,9
1802,4
3605,6
2691,3
2695,7
2920,13
2922,4
4879,13
5697,6
7432,10
27151,3
221914,1
1804,5
57628,9
1806,4
1807,1
56896,11
10570,9
26953,17
54517,11
93624,10
112869,36
11255,1
50632,1
54102,3
1814,15
2554,5
1816,5
2566,8
51389,6
222194,8
130502,10
6585,3
10516,15
23145,3
54715,27
64599,14
84465,1
159195,22
252983,9
643641,3
1824,15
1826,2
23326,45
51440,6
124641,1
1834,1
1836,3
11282,7
3798,33
56952,16
128229,4
6787,26
113878,44
151636,29
1847,4
23592,14
64928,39
148223,12
10023,19
57216,6
81839,20
7718,21
81579,11
84904,6
90268,12
92610,21
144165,10
168002,2
414301,7
4062,3
4139,17
5307,12
9422,10
57050,10
57545,34
79797,39
85407,3
90874,9
220965,14
51307,9
81558,2
89801,2
91750,7
113263,5
150864,8
27348,3
29097,8
57565,3
64222,3
5570,10
7029,13
9781,13
10283,14
10752,1
23269,26
56160,12
123228,18
5428,8
5872,16
7148,6
9889,11
10999,8
26093,11
27445,5
54676,7
55326,6
56919,17
80055,7
80789,40
91975,3
3200,18
8438,10
27243,30
80174,13
2145,10
7905,28
386672,7
1880,3
9573,2
28956,20
203547,23
1890,9
7077,23
9069,5
25864,12
150472,7
8802,15
9486,3
29899,20
55297,9
84690,5
10913,8
22845,3
23484,4
26984,12
57185,1
58505,8
202459,2
3352,5
9294,5
1902,5
1903,6
3792,8
84186,12
5441,34
54968,6
55108,4
55885,32
83851,9
84221,11
126868,8
147687,68
158809,5
401507,2
401508,26
4758,14
5329,36
5427,18
5678,6
5680,4
5790,4
7388,14
10008,11
10063,16
10301,20
64699,4
81576,8
84787,14
114803,15
170961,6
728411,6
100462977,10
80325,5
57801,13
9725,3
64376,13
79142,8
92104,3
118924,27
121506,6
284004,10
9540,8
10060,5
10180,14
23276,7
55848,5
63920,9
65220,16
78987,15
79676,3
79902,27
84331,3
126272,9
196549,1
196483,6
2043,25
2044,11
2045,15
285220,8
1944,11
1945,8
1947,27
11132,5
54933,2
1949,9
2250,6
57732,7
9858,3
23270,10
23277,2
55075,28
8076,5
2069,2
2184,7
2824,4
2952,2
3780,4
3892,8
4946,20
5569,9
5789,15
6414,4
6451,15
6523,4
7786,20
8140,14
8560,17
9238,11
9522,19
9789,22
9980,2
10565,17
10718,2
23007,3
23041,11
23218,2
23233,4
23473,12
25759,12
29781,14
29911,35
29941,27
30837,15
54602,15
54704,7
54788,11
54863,3
54892,9
55002,4
55285,19
55353,14
55601,5
57104,13
57511,13
57650,12
63892,17
64328,18
64420,4
64772,3
65059,13
79729,2
80762,9
84709,2
88455,12
124930,5
149371,34
152137,11
152189,1
201266,4
203859,2
220164,6
221613,18
284451,2
1960,2
29890,23
57494,2
1961,2
8636,13
5612,12
27102,11
9525,33
51690,32
57798,14
8672,22
9890,2
54539,30
84944,9
8227,16
80222,11
120379,12
220963,4
10693,16
51676,39
1979,4
2018,4
6999,15
8637,5
9308,5
11108,11
4043,28
7871,40
54921,11
23264,13
57690,24
65109,41
9086,6
83475,2
1992,5
1996,9
2054,17
2589,6
2683,12
2707,4
2729,6
2733,16
2760,6
3052,5
3227,13
3775,8
4048,16
4189,15
4277,5
4552,7
4718,5
4756,9
4781,11
4807,11
4850,19
4884,13
4947,5
5277,8
5532,32
5634,17
5638,5
5959,5
6307,9
6515,4
6574,7
6584,7
6675,10
6832,7
6873,28
6883,39
7342,19
7546,10
7629,8
7644,7
7716,3
7752,4
8323,6
8496,18
8693,3
8763,7
8821,3
8895,12
8898,17
9019,7
9110,7
9121,2
9167,7
9249,2
9334,3
9592,5
9619,6
9665,4
9741,9
9761,14
9766,5
9777,28
9791,8
9867,21
9880,3
9885,2
9887,20
9949,10
10090,4
10166,2
10365,10
10475,29
10560,3
10628,16
10766,15
10797,12
10870,5
10955,12
11014,10
11044,4
11158,3
11159,8
11261,12
22850,8
22863,12
22903,4
22934,18
23011,11
23014,12
23063,25
23142,9
23167,8
23172,17
23174,4
23185,20
23254,5
23295,25
23306,2
23314,32
23318,16
23321,29
23387,13
23536,2
23548,5
23556,4
23670,4
23760,7
23762,6
24139,6
25790,2
25801,11
25840,3
25901,9
25966,2
26031,11
26099,10
26137,7
27350,12
29094,6
29887,4
51008,17
51014,9
51170,8
51187,9
51228,3
51304,6
51306,5
51316,5
51317,22
51496,8
51571,5
51646,3
51714,4
51727,10
51768,2
53938,24
54497,4
54499,16
54542,6
54566,3
54621,2
54665,8
54680,12
54733,3
54800,6
54901,14
54940,9
54957,12
54989,4
54994,18
55033,5
55038,18
55095,13
55133,15
55149,14
55151,5
55180,3
55204,7
55205,5
55266,4
55322,4
55344,2
55527,8
55573,34
55608,2
55635,5
55654,3
55662,30
55670,7
55754,12
55837,5
55892,4
55973,7
56262,2
56603,2
56674,3
56704,17
56892,2
56906,10
56929,9
57095,5
57146,7
57157,2
57167,7
57181,13
57446,6
57455,7
57484,11
57609,6
57657,3
57700,3
57826,3
58497,6
58516,9
60436,6
60481,5
63908,13
64083,9
64282,3
64359,6
64746,23
64764,15
64766,2
64783,33
65988,6
66008,6
66036,16
78992,6
79031,8
79085,6
79088,19
79646,2
79664,8
79699,10
79877,3
79956,5
80032,2
80173,17
80219,3
80263,12
80727,5
81034,3
81537,5
81671,9
81689,4
83543,4
83607,6
83641,3
83729,5
83752,7
83930,4
83989,2
84056,11
84256,9
84267,2
84285,14
84641,3
84803,2
84869,4
84896,8
84928,13
84939,10
85019,3
85465,7
89970,4
90204,2
90231,18
90488,4
90550,9
90806,5
91663,2
91687,7
92595,7
94241,7
113178,4
113828,3
114659,2
114785,5
114908,2
114984,5
115004,5
115294,6
116225,17
124935,3
131076,3
131408,2
132720,2
134266,4
135293,4
137695,2
139886,2
140685,5
140739,16
143279,2
143684,15
143686,3
144233,4
148206,4
150275,5
152002,3
152006,16
153562,5
154007,4
155061,16
157506,3
157567,3
158747,5
160287,6
160760,4
162427,9
163859,4
164091,3
168850,6
171546,5
196527,6
199746,6
201164,2
201292,11
201562,4
219771,6
222068,11
252969,9
253558,6
254428,2
254531,2
255919,2
255967,9
256356,2
283078,8
284904,7
285498,2
285636,3
286148,4
286451,4
339175,3
342897,4
359948,12
360023,2
387521,13
390637,3
399979,6
406884,1
406891,1
439921,3
445328,2
6687,35
8688,5
26298,4
197358,3
337880,5
2001,8
2487,9
2016,7
9344,13
10481,15
2219,6
4016,6
6690,5
7760,3
9277,7
11238,1
23255,5
146330,6
147929,3
387119,5
2012,3
2013,1
4199,13
55359,13
286204,2
100287171,14
2019,4
2020,1
2021,2
3704,5
6619,9
23287,14
57492,35
79836,5
169792,4
2029,12
6483,1
27190,3
57827,3
89927,5
79047,11
2030,5
2056,3
3324,2
3699,3
4330,1
4889,5
5454,12
7066,4
7799,8
9330,44
9401,12
9970,21
10215,6
26273,19
54988,1
57047,1
64100,14
80149,15
83855,19
133418,2
133746,5
140628,3
163126,17
163732,4
166793,11
23310,21
56938,4
2995,3
4878,13
6397,4
9854,2
28992,3
84651,9
92400,5
22899,9
8073,12
84842,14
2053,6
25934,13
6814,20
6860,13
4580,8
58515,4
84314,1
85013,3
221302,5
54920,4
5994,9
9502,6
11123,5
26009,25
27124,6
54785,4
79634,2
135398,1
3889,11
7805,28
8687,47
9119,23
55040,8
9068,4
51655,11
440498,1
4257,6
4585,2
7795,15
9180,12
10343,3
23221,15
51292,7
55609,5
118430,2
146862,7
148014,1
165721,4
400745,2
7756,19
9542,2
10156,5
51373,8
145957,3
79979,3
51647,11
730394,6
2070,2
79684,3
147912,7
128710,17
4913,16
9416,46
55909,3
2086,1
4839,83
54606,57
54881,26
54899,24
134430,28
2919,12
2947,21
3241,17
5457,3
5458,1
5698,29
5992,3
7941,3
10079,8
10716,12
10904,3
23030,17
29931,2
51132,32
55187,3
57109,6
64806,3
64960,20
79861,9
79983,5
80205,9
80336,5
84266,1
140707,8
140886,3
143384,4
146754,3
205564,2
219293,3
284756,1
286827,8
338645,2
340481,2
4625,27
5020,5
6323,4
6699,2
9057,3
9762,5
10324,7
23026,9
23082,9
23116,4
23130,20
27288,19
29915,15
51479,30
54460,18
54832,3
55177,12
55806,12
56164,2
57568,15
79690,2
79809,3
80131,3
83896,2
83897,30
84900,2
130507,7
140807,8
284403,33
343069,30
348158,1
374920,2
375287,2
399671,1
400673,1
8193,10
401509,2
23279,28
57698,29
2110,2
3195,15
9353,9
10553,4
22990,3
26750,11
30012,16
55250,23
55623,8
79415,4
85012,1
116966,1
221061,3
283820,10
8558,9
286053,24
2116,2
3235,9
6582,9
26470,6
51635,9
26013,20
26233,12
2121,1
9910,9
6707,4
10478,12
170680,1
2128,2
4542,8
4598,9
9242,5
10099,4
10473,4
11026,1
11319,28
22884,4
25796,18
25941,3
27349,15
54458,26
54475,8
55329,4
56673,2
57126,3
84628,3
85363,48
93487,20
163087,1
163882,13
221016,4
283238,1
326624,6
414061,3
100272147,1
11227,2
51527,6
154790,2
2134,3
195814,3
2135,1
2139,9
51804,6
3142,5
23609,10
26147,10
29895,6
51069,31
54520,28
80028,33
80346,9
134218,10
201161,14
100124700,3
100170841,2
100423062,6
2814,4
3083,5
3488,18
7056,5
8858,2
9002,2
2779,6
58494,12
83700,10
2187,9
3249,3
2572,9
51156,4
3082,19
7980,5
3818,8
2165,2
2266,18
2166,2
3991,13
2168,4
2170,12
2188,16
9388,4
11062,1
80233,9
199990,10
64858,16
2302,17
29940,3
2812,11
7117,6
30819,12
30820,8
57605,3
58480,9
83394,5
92181,9
127018,5
2186,26
8294,1
10042,19
93145,14
6253,1
154075,7
9719,2
57479,5
63827,13
4239,6
339366,5
3822,4
64430,3
29992,5
126014,1
2205,11
3805,7
54625,11
10288,7
144347,3
199920,1
257218,17
54480,3
129285,19
197342,3
386618,5
285971,6
6284,16
9982,7
2719,8
53834,1
2248,7
2249,5
2251,4
27351,5
2253,4
2254,7
2255,3
10794,8
2258,7
2259,1
3730,3
8074,5
8269,2
8817,5
8822,4
10313,27
23767,2
51599,13
54756,5
152831,2
63940,9
149483,4
2262,1
11163,5
27006,1
84707,36
139728,9
9965,1
11197,12
92304,8
2267,4
6504,15
100133941,3
9923,6
79789,2
3694,8
6569,11
7551,10
55422,11
56243,19
56848,8
199777,5
8131,9
55195,16
55585,10
84063,2
90288,1
91137,6
112970,3
122060,2
126969,2
138162,1
149069,5
196472,8
254173,11
343263,2
353323,26
353332,12
494514,9
2277,5
2324,19
3680,7
11146,24
51327,8
10564,22
125336,1
100529239,1
7268,32
9271,13
11274,21
55086,11
55124,7
81844,19
84893,21
91662,22
140690,16
143689,12
144699,9
400073,2
5426,27
25894,4
93099,2
144568,5
200350,1
246243,3
79776,6
152518,6
5990,9
57407,4
84255,2
9745,6
253738,4
403341,4
5090,17
55506,13
25973,6
51603,9
55015,15
2315,4
4935,3
2899,5
2918,4
10815,33
23704,8
54751,6
55593,19
56891,15
80790,4
89790,7
220213,7
253724,1
339855,1
790955,7
5228,6
7423,7
8828,10
54538,12
2323,5
84922,2
7424,4
2331,5
9755,17
3700,6
3887,14
4982,7
6526,3
6906,2
7356,5
8516,5
10465,26
10953,28
29907,9
56984,17
57161,24
58496,3
81575,2
84284,23
116844,1
140564,3
148362,4
283237,35
2346,3
2348,8
2352,1
2791,9
3423,1
7692,8
8776,3
10100,3
10905,5
26033,2
27128,10
51575,17
63876,4
80006,4
81846,9
84280,11
84901,13
114049,15
149465,2
339965,10
2356,1
9512,14
2436,1
3362,7
7741,34
22877,4
23479,19
53373,5
58528,14
64601,32
65980,4
79899,6
80243,7
219931,5
2483,12
7471,13
7478,5
401541,17
353376,22
9543,1
55851,11
9095,1
115950,1
2519,4
64283,6
2524,1
2529,2
2531,1
2532,10
6374,7
3000,6
5509,8
5791,15
7225,16
7287,3
10410,5
10666,9
11122,7
81491,1
115703,3
7474,12
2537,1
23161,6
2542,4
3221,14
4817,5
5826,5
11131,4
55278,5
84629,10
5780,13
152789,8
22930,25
79042,14
115207,27
54033,8
286514,8
2555,1
2556,4
2558,1
2559,1
58158,3
2561,7
2562,8
2563,4
2565,1
2567,1
6536,6
22953,5
2577,3
2579,1
139741,4
2581,1
2583,3
2585,1
2587,1
51083,6
2588,1
2591,2
2592,4
2595,3
3174,13
8468,27
22843,4
84074,8
8788,3
2622,4
9278,10
149473,5
5450,17
11285,12
55272,16
83443,24
440738,55
54093,7
2635,1
2644,4
5577,39
114883,15
163688,1
2645,5
55330,8
388552,8
4109,9
6877,34
9913,18
56970,17
83860,23
113179,3
117143,10
2649,5
151887,4
2651,1
2653,4
2657,1
51019,36
80228,6
83440,6
9805,8
53917,14
144108,5
201475,3
2742,6
2667,1
2668,9
2674,7
2675,3
24146,1
54059,2
26240,15
26751,7
2671,12
11107,4
4902,4
2676,1
9048,3
2686,8
2848,8
79850,4
222662,2
729515,3
11164,21
2689,1
2692,3
2862,4
2696,3
2702,5
27352,11
2701,2
9783,3
2703,2
9780,8
10804,2
79939,15
2709,5
4633,10
2819,4
23219,18
26873,1
81037,11
7477,5
55871,6
219736,3
2731,11
7545,3
51684,41
55821,1
57482,2
79989,3
51715,7
9175,14
9143,3
10139,3
27075,1
55530,1
57130,5
64834,8
79957,1
84418,10
84975,7
121260,3
497661,7
56927,5
2743,2
8511,1
7095,11
2752,23
10244,8
51302,4
2766,2
5922,4
8698,4
53637,5
2912,6
59340,4
2825,3
2864,2
26249,17
64805,1
259249,4
2785,7
2774,5
2867,4
2916,1
8787,8
8811,3
9265,10
51251,3
55188,3
137872,2
2792,10
84747,6
2786,8
2787,15
2788,8
2790,7
2793,5
6674,6
2796,2
2798,4
114814,1
132954,3
4184,20
7004,21
7678,21
9724,9
10124,6
10569,29
10586,5
11020,6
23034,5
29087,6
51700,8
51765,22
79848,29
83446,4
83538,13
83695,10
84282,11
84330,5
84622,2
84894,8
84914,45
85395,6
85397,1
85865,9
90410,35
116442,8
116841,21
132158,14
137209,29
158787,7
160419,1
219844,4
221120,8
253827,5
257160,7
283385,15
284992,3
285987,2
342132,4
348303,7
388695,3
399761,5
51125,3
84079,8
4694,5
25890,8
83862,4
64429,2
4100,30
8534,2
9413,10
9679,1
9721,11
27237,7
55103,5
55765,1
56907,2
60598,7
117583,9
134549,1
221035,7
387597,2
84461,28
2823,4
10329,1
2829,4
6846,3
2831,3
2832,13
256933,2
283869,2
2834,6
51052,1
2837,1
10911,4
2838,1
2840,1
2842,1
2843,3
2844,1
2847,4
2849,1
4295,1
2863,1
6869,5
8567,15
10296,13
10908,2
10947,2
25771,11
55031,19
83694,4
137362,1
91404,4
2877,5
