莪术,甘草,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,冬瓜皮,钩藤,1.3978971440000003
薄荷,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.455164638
骨碎补,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.4493363350000001
知母,甘草,猪苓,柴胡,没药,南瓜子,山茱萸,枸杞子,仙茅,橘核,皂荚子,1.3990193700000004
杜仲叶,甘草,猪苓,柴胡,延胡索,南瓜子,橘核,夏枯草,冬瓜皮,皂角刺,淫羊藿,1.3991327020000002
白薇,甘草,柴胡,猪苓,枇杷叶,延胡索,南瓜子,橘核,夏枯草,关黄柏,冬瓜皮,1.326382657
黄药子,甘草,猪苓,柴胡,延胡索,南瓜子,冬瓜皮,夏枯草,橘核,皂角刺,淫羊藿,1.3630412580000004
肉苁蓉,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.453158101
伸筋草,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,南瓜子,皂荚子,橘核,1.3509334110000002
两面针,甘草,猪苓,没药,南瓜子,夏枯草,紫苏,淫羊藿,枳实,橘核,乳香,1.151407477
熟地黄,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.452830115
桑叶,甘草,猪苓,柴胡,没药,南瓜子,枸杞子,仙茅,橘核,皂荚子,夏枯草,1.4066576450000001
罂粟壳,甘草,猪苓,没药,仙茅,南瓜子,橘核,夏枯草,木鳖子,无患子,楮实子,1.5571254669999999
枳实,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.508165099
白鲜皮,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.448196973
月季花,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.451765607
香加皮,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.43388495
菊花,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.437610925
白屈菜,甘草,猪苓,柴胡,枇杷叶,吴茱萸,南瓜子,雷公藤,平贝母,白薇,松花粉,1.1731689210000003
白芷,甘草,柴胡,猪苓,山茱萸,枸杞子,仙茅,皂荚子,三七,冬瓜皮,钩藤,1.483082317
檀香,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.438886788
一枝黄花,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.451426662
细辛,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.476136765
蓼大青叶,甘草,猪苓,没药,龙脷叶,仙茅,冬瓜皮,桑白皮,橘核,淫羊藿,枳实,1.694367524
南沙参,甘草,猪苓,没药,龙脷叶,仙茅,冬瓜皮,罂粟壳,北五味子,橘核,马尾莲,1.7387365430000001
葶苈子,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.50890925
豆蔻,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.434575273
射干,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.43737553
白芍,甘草,猪苓,柴胡,厚朴,枇杷叶,吴茱萸,南瓜子,雷公藤,白屈菜,平贝母,1.0551188969999998
胡芦巴,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.4377848500000001
赤芍,甘草,猪苓,柴胡,延胡索,南瓜子,冬瓜皮,夏枯草,橘核,皂角刺,芥子,1.5294528560000005
葛花,甘草,猪苓,柴胡,没药,南瓜子,橘核,夏枯草,皂角刺,淫羊藿,延胡索,1.297757744
荔枝核,甘草,山茱萸,猪苓,枸杞子,仙茅,皂荚子,三七,冬瓜皮,钩藤,橘核,1.3424309220000001
鹅不食草,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.4396079640000001
沉香,甘草,柴胡,猪苓,没药,南瓜子,夏枯草,橘核,皂角刺,余甘子,淫羊藿,1.4691891900000003
葎草,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.4881552640000002
西红花,甘草,猪苓,柴胡,南瓜子,夏枯草,没药,橘核,皂角刺,余甘子,淫羊藿,1.4037017940000003
安息香,甘草,猪苓,没药,枸杞子,仙茅,南瓜子,橘核,皂荚子,夏枯草,木鳖子,1.406874407
车前草,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.495637687
白药子,甘草,猪苓,通草,北五味子,马尾莲,仙茅,橘核,南瓜子,木鳖子,楮实子,1.9987775050000003
麦芽,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.476220225
虎杖,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.46864021
积雪草,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.483771374
龙胆,甘草,猪苓,柴胡,没药,南瓜子,橘核,夏枯草,淫羊藿,芥子,枳实,1.21844039
白及,甘草,猪苓,冬瓜皮,没药,桑白皮,南瓜子,淫羊藿,夏枯草,枳实,橘核,1.3798387250000002
黄芩,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.430000879
徐长卿,甘草,柴胡,猪苓,仙茅,南瓜子,橘核,夏枯草,皂荚子,楮实子,木鳖子,1.8575633150000002
香薷,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.444367325
鼠曲草,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.500961886
红参,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.495650372
桔梗,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.4593150350000001
乌药,柴胡,没药,山茱萸,枸杞子,猪苓,仙茅,皂荚子,三七,冬瓜皮,钩藤,1.2804062690000002
